,PNR_Number,Train_Number,Date_of_Journey,Class_of_Travel,Quota,Source_Station,Destination_Station,Booking_Date,Current_Status,Number_of_Passengers,Age_of_Passengers,Booking_Channel,Travel_Distance,Number_of_Stations,Travel_Time,Train_Type,Seat_Availability,Special_Considerations,Holiday_or_Peak_Season,Waitlist_Position,Booking_Status,Waiting_Num,Distance,Final_Status
9635,PNR0000009635,69112,1/18/2051,2AC,Ladies,JP,HWH,5/19/2050,RAC,3,Senior Citizen,Mobile App,136,6,35,Shatabdi,424,Defense Quota,Yes,,Confirmed,0,0.205408906,CNF
9636,PNR0000009636,74913,1/19/2051,Sleeper,Tatkal,JHS,NDLS,5/20/2050,Waitlisted,3,Adult,IRCTC Website,1052,12,40,Rajdhani,3944,Defense Quota,Yes,WL187,Not Confirmed,187,2.659839612,CAN
9637,PNR0000009637,64718,1/20/2051,1AC,Ladies,ASR,NDLS,5/21/2050,Waitlisted,3,Senior Citizen,IRCTC Website,1551,16,38,Shatabdi,1720,Senior Citizen,No,WL075,Not Confirmed,75,2.158640055,CNF
9638,PNR0000009638,22496,1/21/2051,3AC,General,ADI,MAS,5/22/2050,Confirmed,5,Adult,Counter,1622,14,15,Express,2184,Senior Citizen,No,,Confirmed,0,0.161850667,CNF
9639,PNR0000009639,61273,1/22/2051,2AC,Premium Tatkal,UMB,HWH,5/23/2050,Confirmed,2,Adult,Counter,643,14,39,Superfast,808,Defense Quota,No,,Confirmed,0,0.127356232,CNF
9640,PNR0000009640,41404,1/23/2051,3AC,Premium Tatkal,JHS,NJP,5/24/2050,RAC,4,Adult,Mobile App,922,15,43,Express,2288,,No,,Confirmed,0,0.251974559,CNF
9641,PNR0000009641,36190,1/24/2051,1AC,Tatkal,HWH,MMCT,5/25/2050,Waitlisted,2,Senior Citizen,IRCTC Website,1319,11,14,Shatabdi,1008,Defense Quota,No,WL133,Not Confirmed,133,2.657494302,CAN
9642,PNR0000009642,95969,1/25/2051,3AC,Tatkal,MAS,BSB,5/26/2050,Confirmed,2,Senior Citizen,Counter,962,19,16,Superfast,2872,,Yes,,Confirmed,0,0.401103727,CNF
9643,PNR0000009643,38910,1/26/2051,1AC,Ladies,GKP,LKO,5/27/2050,Waitlisted,5,Adult,Counter,1049,19,38,Shatabdi,1808,,Yes,WL005,Not Confirmed,5,0.867780977,CNF
9644,PNR0000009644,30766,1/27/2051,3AC,Ladies,SC,SBC,5/28/2050,RAC,1,Child,Mobile App,1147,6,33,Rajdhani,1024,Defense Quota,No,,Confirmed,0,0.314536623,CNF
9645,PNR0000009645,69845,1/28/2051,Sleeper,Tatkal,NJP,GKP,5/29/2050,RAC,1,Senior Citizen,Mobile App,1104,5,11,Superfast,1320,,No,,Confirmed,0,0.571043083,CNF
9646,PNR0000009646,85153,1/29/2051,Sleeper,General,UMB,JHS,5/30/2050,Waitlisted,1,Senior Citizen,IRCTC Website,306,3,16,Shatabdi,768,,Yes,WL070,Not Confirmed,70,2.211372641,CNF
9647,PNR0000009647,29467,1/30/2051,2AC,Ladies,JP,JP,5/31/2050,Confirmed,2,Adult,Counter,1908,2,39,Superfast,416,Senior Citizen,No,,Confirmed,0,0.212341513,CNF
9648,PNR0000009648,45529,1/31/2051,1AC,Ladies,MMCT,SC,6/1/2050,Confirmed,2,Child,Counter,565,18,39,Shatabdi,816,,No,,Confirmed,0,0.134288839,CNF
9649,PNR0000009649,59981,2/1/2051,3AC,Tatkal,HWH,PNBE,6/2/2050,RAC,5,Senior Citizen,Mobile App,1515,17,18,Superfast,3592,Defense Quota,Yes,,Confirmed,0,0.222830906,CNF
9650,PNR0000009650,86356,2/2/2051,3AC,Ladies,SC,LKO,6/3/2050,Confirmed,3,Senior Citizen,Counter,63,4,45,Rajdhani,672,,Yes,,Confirmed,0,0.009501913,CNF
9651,PNR0000009651,52306,2/3/2051,Sleeper,Ladies,SC,BCT,6/4/2050,RAC,1,Senior Citizen,Mobile App,153,16,44,Rajdhani,2136,,Yes,,Confirmed,0,0.120255025,CNF
9652,PNR0000009652,68755,2/4/2051,3AC,Ladies,JU,JP,6/5/2050,Confirmed,3,Senior Citizen,Mobile App,634,6,18,Rajdhani,3480,Senior Citizen,No,,Confirmed,0,0.125774408,CNF
9653,PNR0000009653,33003,2/5/2051,3AC,Premium Tatkal,CSMT,JU,6/6/2050,RAC,2,Adult,IRCTC Website,205,9,25,Rajdhani,2816,Senior Citizen,Yes,,Confirmed,0,0.449631977,CNF
9654,PNR0000009654,71538,2/6/2051,Sleeper,Premium Tatkal,KOAA,JU,6/7/2050,Confirmed,4,Senior Citizen,Mobile App,59,13,18,Rajdhani,3464,,No,,Confirmed,0,0.111909194,CNF
9655,PNR0000009655,40180,2/7/2051,2AC,General,JP,ADI,6/8/2050,Waitlisted,3,Adult,Mobile App,326,8,16,Superfast,1792,,No,WL022,Not Confirmed,22,1.515995073,CNF
9656,PNR0000009656,16510,2/8/2051,3AC,Ladies,LKO,NDLS,6/9/2050,Confirmed,5,Senior Citizen,Counter,1595,9,41,Shatabdi,2880,Defense Quota,Yes,,Confirmed,0,0.39417112,CNF
9657,PNR0000009657,70773,2/9/2051,Sleeper,Premium Tatkal,ADI,BCT,6/10/2050,RAC,2,Child,Counter,924,5,33,Rajdhani,328,Senior Citizen,Yes,,Confirmed,0,0.28860019,CNF
9658,PNR0000009658,18645,2/10/2051,1AC,Tatkal,MMCT,NJP,6/11/2050,Waitlisted,4,Child,Mobile App,1044,3,35,Superfast,344,,No,WL031,Not Confirmed,31,1.82025273,CNF
9659,PNR0000009659,71299,2/11/2051,3AC,Premium Tatkal,BBS,MAS,6/12/2050,Waitlisted,2,Adult,IRCTC Website,428,3,31,Rajdhani,472,Defense Quota,No,WL023,Not Confirmed,23,1.591014736,CNF
9660,PNR0000009660,67151,2/12/2051,Sleeper,Tatkal,JHS,ADI,6/13/2050,Confirmed,2,Senior Citizen,IRCTC Website,371,19,40,Superfast,832,Defense Quota,No,,Confirmed,0,0.148154054,CNF
9661,PNR0000009661,22054,2/13/2051,2AC,General,LKO,NJP,6/14/2050,RAC,1,Child,Mobile App,622,4,20,Express,2328,,Yes,,Confirmed,0,0.286637594,CNF
9662,PNR0000009662,69283,2/14/2051,Sleeper,Premium Tatkal,KOAA,LKO,6/15/2050,Confirmed,1,Child,IRCTC Website,368,4,22,Shatabdi,2464,Defense Quota,Yes,,Confirmed,0,0.404491914,CNF
9663,PNR0000009663,77834,2/15/2051,2AC,Premium Tatkal,CNB,HWH,6/16/2050,Waitlisted,1,Adult,Mobile App,1954,8,33,Superfast,448,Defense Quota,No,WL042,Not Confirmed,42,1.965162624,CNF
9664,PNR0000009664,68902,2/16/2051,Sleeper,Tatkal,BCT,BBS,6/17/2050,RAC,1,Adult,IRCTC Website,570,15,8,Superfast,3984,,No,,Confirmed,0,0.562528651,CNF
9665,PNR0000009665,50176,2/17/2051,1AC,General,LTT,LTT,6/18/2050,Waitlisted,4,Child,Mobile App,315,8,31,Shatabdi,1464,Defense Quota,No,WL107,Not Confirmed,107,2.435639291,CAN
9666,PNR0000009666,44746,2/18/2051,1AC,Premium Tatkal,MMCT,LTT,6/19/2050,Confirmed,5,Senior Citizen,Mobile App,918,8,25,Express,2640,,Yes,,Confirmed,0,0.557009269,CNF
9667,PNR0000009667,72486,2/19/2051,Sleeper,General,BSB,HWH,6/20/2050,Confirmed,2,Adult,Mobile App,1541,18,12,Superfast,1384,,Yes,,Confirmed,0,0.531410037,CNF
9668,PNR0000009668,38697,2/20/2051,Sleeper,General,LKO,SC,6/21/2050,Waitlisted,4,Senior Citizen,IRCTC Website,1278,17,41,Shatabdi,184,Senior Citizen,No,WL021,Not Confirmed,21,1.703237772,CNF
9669,PNR0000009669,39169,2/21/2051,1AC,Premium Tatkal,GKP,JU,6/22/2050,Confirmed,4,Adult,Counter,1593,11,5,Rajdhani,3568,Senior Citizen,Yes,,Confirmed,0,0.202033085,CNF
9670,PNR0000009670,63317,2/22/2051,2AC,Ladies,MAS,JU,6/23/2050,Waitlisted,2,Adult,IRCTC Website,174,16,6,Superfast,2696,,Yes,WL058,Not Confirmed,58,2.054819517,CNF
9671,PNR0000009671,56105,2/23/2051,1AC,General,PNBE,NDLS,6/24/2050,Waitlisted,3,Child,Counter,1117,9,22,Rajdhani,3680,Senior Citizen,Yes,WL014,Not Confirmed,14,1.32362666,CNF
9672,PNR0000009672,18355,2/24/2051,Sleeper,Ladies,CSMT,MAS,6/25/2050,RAC,2,Adult,Mobile App,234,11,30,Express,3544,Defense Quota,Yes,,Confirmed,0,0.181235264,CNF
9673,PNR0000009673,49990,2/25/2051,1AC,Ladies,BBS,ADI,6/26/2050,Confirmed,2,Senior Citizen,Counter,1176,18,43,Express,1944,Defense Quota,No,,Confirmed,0,0.046127544,CNF
9674,PNR0000009674,53603,2/26/2051,1AC,General,ADI,KOAA,6/27/2050,Waitlisted,2,Child,Mobile App,604,11,29,Rajdhani,1176,,No,WL132,Not Confirmed,132,2.631282872,CAN
9675,PNR0000009675,32023,2/27/2051,1AC,Tatkal,ADI,ADI,6/28/2050,Confirmed,2,Senior Citizen,Counter,838,7,24,Superfast,2480,,Yes,,Confirmed,0,0.418357128,CNF
9676,PNR0000009676,68562,2/28/2051,Sleeper,Ladies,JP,NJP,6/29/2050,RAC,5,Adult,IRCTC Website,519,12,26,Shatabdi,992,Defense Quota,No,,Confirmed,0,0.286806194,CNF
9677,PNR0000009677,67496,3/1/2051,1AC,Tatkal,JHS,GKP,6/30/2050,Confirmed,4,Child,Mobile App,421,14,13,Superfast,792,,No,,Confirmed,0,0.113491018,CNF
9678,PNR0000009678,53309,3/2/2051,3AC,General,ASR,JHS,7/1/2050,RAC,1,Adult,IRCTC Website,428,12,9,Rajdhani,2392,Senior Citizen,No,,Confirmed,0,0.34209845,CNF
9679,PNR0000009679,66688,3/3/2051,2AC,General,ADI,MAS,7/2/2050,Waitlisted,4,Adult,Mobile App,218,2,41,Rajdhani,1488,Senior Citizen,No,WL040,Not Confirmed,40,1.864626714,CNF
9680,PNR0000009680,52439,3/4/2051,2AC,General,SBC,KOAA,7/3/2050,Confirmed,4,Adult,Mobile App,944,14,45,Rajdhani,3416,Defense Quota,Yes,,Confirmed,0,0.070313551,CNF
9681,PNR0000009681,52160,3/5/2051,1AC,Ladies,CNB,KOAA,7/4/2050,RAC,5,Child,Counter,804,19,46,Superfast,1592,Defense Quota,No,,Confirmed,0,0.351162254,CNF
9682,PNR0000009682,77356,3/6/2051,2AC,General,GKP,CSMT,7/5/2050,Confirmed,5,Adult,IRCTC Website,1288,2,33,Shatabdi,3336,Defense Quota,Yes,,Confirmed,0,0.000987481,CNF
9683,PNR0000009683,28181,3/7/2051,Sleeper,Premium Tatkal,NJP,KOAA,7/6/2050,RAC,4,Child,IRCTC Website,950,8,4,Superfast,1616,,Yes,,Confirmed,0,0.330364433,CNF
9684,PNR0000009684,56785,3/8/2051,Sleeper,Tatkal,BCT,NJP,7/7/2050,Confirmed,1,Child,Counter,1174,2,38,Superfast,3408,Defense Quota,No,,Confirmed,0,0.063380944,CNF
9685,PNR0000009685,24119,3/9/2051,3AC,Tatkal,UMB,LTT,7/8/2050,RAC,2,Adult,Counter,1911,13,8,Rajdhani,1696,Defense Quota,Yes,,Confirmed,0,0.261038362,CNF
9686,PNR0000009686,59953,3/10/2051,2AC,Ladies,JHS,JHS,7/9/2050,Waitlisted,2,Child,IRCTC Website,812,10,6,Rajdhani,1112,,No,WL172,Not Confirmed,172,2.866243161,CAN
9687,PNR0000009687,67387,3/11/2051,Sleeper,General,KOAA,LTT,7/10/2050,Waitlisted,1,Senior Citizen,Mobile App,886,9,34,Express,248,,Yes,WL088,Not Confirmed,88,2.982205587,CAN
9688,PNR0000009688,92211,3/12/2051,3AC,General,JP,JHS,7/11/2050,RAC,1,Adult,Mobile App,563,17,2,Express,1832,,No,,Confirmed,0,0.143184042,CNF
9689,PNR0000009689,87860,3/13/2051,3AC,General,JHS,BSB,7/12/2050,Confirmed,5,Adult,IRCTC Website,1142,15,27,Superfast,1432,Defense Quota,Yes,,Confirmed,0,0.489814394,CNF
9690,PNR0000009690,69678,3/14/2051,3AC,General,MMCT,CNB,7/13/2050,Waitlisted,2,Adult,Counter,1012,13,40,Rajdhani,3512,Senior Citizen,No,WL078,Not Confirmed,78,2.12412337,CNF
9691,PNR0000009691,38046,3/15/2051,Sleeper,Premium Tatkal,BSB,LKO,7/14/2050,RAC,3,Child,Mobile App,1404,10,15,Superfast,1056,,Yes,,Confirmed,0,0.342267051,CNF
9692,PNR0000009692,32017,3/16/2051,2AC,General,LKO,CNB,7/15/2050,Confirmed,1,Child,Mobile App,126,3,5,Express,3192,Senior Citizen,No,,Confirmed,0,0.123799446,CNF
9693,PNR0000009693,22667,3/17/2051,3AC,Premium Tatkal,MAS,CNB,7/16/2050,Confirmed,5,Senior Citizen,Counter,784,5,16,Express,1992,Senior Citizen,Yes,,Confirmed,0,0.004531902,CNF
9694,PNR0000009694,71075,3/18/2051,3AC,Premium Tatkal,LTT,MMCT,7/17/2050,Waitlisted,1,Senior Citizen,Counter,941,16,38,Superfast,1848,,Yes,WL154,Not Confirmed,154,2.597236811,CAN
9695,PNR0000009695,23120,3/19/2051,3AC,General,LKO,UMB,7/18/2050,Confirmed,3,Child,Counter,924,19,9,Rajdhani,2480,Defense Quota,Yes,,Confirmed,0,0.418357128,CNF
9696,PNR0000009696,52903,3/20/2051,Sleeper,Tatkal,HWH,HWH,7/19/2050,RAC,3,Adult,Mobile App,1849,10,18,Superfast,384,Senior Citizen,Yes,,Confirmed,0,0.240071941,CNF
9697,PNR0000009697,86238,3/21/2051,2AC,General,PNBE,PNBE,7/20/2050,RAC,5,Adult,IRCTC Website,199,17,33,Rajdhani,968,Senior Citizen,Yes,,Confirmed,0,0.266008373,CNF
9698,PNR0000009698,85855,3/22/2051,Sleeper,Premium Tatkal,ASR,BSB,7/21/2050,RAC,3,Adult,IRCTC Website,1505,19,2,Superfast,472,,Yes,,Confirmed,0,0.163813263,CNF
9699,PNR0000009699,92126,3/23/2051,3AC,Tatkal,ADI,PNBE,7/22/2050,RAC,4,Adult,Counter,830,3,38,Superfast,1120,Senior Citizen,No,,Confirmed,0,0.397727907,CNF
9700,PNR0000009700,29992,3/24/2051,Sleeper,Ladies,KOAA,CSMT,7/23/2050,Waitlisted,4,Adult,Mobile App,977,17,24,Shatabdi,296,Senior Citizen,No,WL070,Not Confirmed,70,2.554622961,CAN
9701,PNR0000009701,16394,3/25/2051,Sleeper,General,JU,JU,7/24/2050,Confirmed,5,Child,IRCTC Website,616,7,11,Rajdhani,920,Senior Citizen,Yes,,Confirmed,0,0.224412731,CNF
9702,PNR0000009702,59904,3/26/2051,Sleeper,Premium Tatkal,CSMT,UMB,7/25/2050,Confirmed,4,Adult,Counter,1906,12,17,Superfast,1744,Defense Quota,Yes,,Confirmed,0,0.21944272,CNF
9703,PNR0000009703,14544,3/27/2051,2AC,Tatkal,HWH,LKO,7/26/2050,Confirmed,5,Child,IRCTC Website,1890,12,40,Rajdhani,3088,,Yes,,Confirmed,0,0.213923337,CNF
9704,PNR0000009704,21903,3/28/2051,3AC,Tatkal,MAS,BSB,7/27/2050,RAC,4,Senior Citizen,IRCTC Website,680,11,25,Shatabdi,3336,,No,,Confirmed,0,0.000987481,CNF
9705,PNR0000009705,48322,3/29/2051,3AC,Premium Tatkal,BSB,PNBE,7/28/2050,RAC,5,Child,IRCTC Website,1130,2,6,Rajdhani,2320,Defense Quota,Yes,,Confirmed,0,0.279704987,CNF
9706,PNR0000009706,74984,3/30/2051,3AC,Premium Tatkal,JHS,UMB,7/29/2050,Confirmed,5,Adult,Counter,1566,3,26,Express,984,Defense Quota,Yes,,Confirmed,0,0.279873587,CNF
9707,PNR0000009707,27835,3/31/2051,2AC,Premium Tatkal,JU,SBC,7/30/2050,RAC,4,Child,Mobile App,234,15,24,Shatabdi,1552,Senior Citizen,No,,Confirmed,0,0.385825289,CNF
9708,PNR0000009708,80090,4/1/2051,1AC,Ladies,MAS,UMB,7/31/2050,RAC,4,Child,Counter,326,17,31,Shatabdi,3240,Defense Quota,Yes,,Confirmed,0,0.082203803,CNF
9709,PNR0000009709,91493,4/2/2051,2AC,Premium Tatkal,GKP,HWH,8/1/2050,Waitlisted,3,Child,IRCTC Website,1402,5,21,Superfast,2592,Senior Citizen,No,WL070,Not Confirmed,70,2.142761958,CNF
9710,PNR0000009710,18046,4/3/2051,3AC,Premium Tatkal,BSB,SC,8/2/2050,Confirmed,2,Senior Citizen,IRCTC Website,1150,17,9,Express,1888,,Yes,,Confirmed,0,0.094655793,CNF
9711,PNR0000009711,51785,4/4/2051,3AC,Ladies,UMB,MAS,8/3/2050,Confirmed,1,Adult,Mobile App,1446,5,16,Express,2952,Defense Quota,Yes,,Confirmed,0,0.331777657,CNF
9712,PNR0000009712,21819,4/5/2051,2AC,General,JHS,JHS,8/4/2050,Waitlisted,1,Senior Citizen,Counter,1281,9,16,Superfast,2184,Defense Quota,No,WL043,Not Confirmed,43,1.837490012,CNF
9713,PNR0000009713,29235,4/6/2051,2AC,Ladies,CSMT,CNB,8/5/2050,Confirmed,3,Child,Counter,910,5,5,Shatabdi,2344,,Yes,,Confirmed,0,0.300502808,CNF
9714,PNR0000009714,37110,4/7/2051,2AC,General,UMB,UMB,8/6/2050,Confirmed,3,Adult,Mobile App,1591,6,11,Shatabdi,1544,Defense Quota,Yes,,Confirmed,0,0.392757896,CNF
9715,PNR0000009715,96321,4/8/2051,3AC,Ladies,NJP,CNB,8/7/2050,Confirmed,2,Child,Counter,1694,18,14,Rajdhani,2576,,No,,Confirmed,0,0.501548412,CNF
9716,PNR0000009716,36167,4/9/2051,3AC,General,JP,LTT,8/8/2050,RAC,4,Adult,IRCTC Website,571,12,31,Rajdhani,2232,Defense Quota,Yes,,Confirmed,0,0.20344631,CNF
9717,PNR0000009717,33702,4/10/2051,1AC,Ladies,SBC,GKP,8/9/2050,RAC,5,Senior Citizen,Counter,1807,8,17,Express,3144,,Yes,,Confirmed,0,0.165395088,CNF
9718,PNR0000009718,38939,4/11/2051,1AC,General,JP,CNB,8/10/2050,Confirmed,5,Child,Mobile App,1960,2,43,Superfast,1336,Defense Quota,Yes,,Confirmed,0,0.573005679,CNF
9719,PNR0000009719,55282,4/12/2051,2AC,Tatkal,MAS,UMB,8/11/2050,Waitlisted,5,Child,IRCTC Website,440,8,22,Shatabdi,2112,Senior Citizen,No,WL105,Not Confirmed,105,2.324717073,CAN
9720,PNR0000009720,99168,4/13/2051,Sleeper,Tatkal,KOAA,LKO,8/12/2050,RAC,4,Child,IRCTC Website,578,14,47,Superfast,2512,Senior Citizen,Yes,,Confirmed,0,0.446087556,CNF
9721,PNR0000009721,72765,4/14/2051,Sleeper,General,MAS,LTT,8/13/2050,RAC,5,Adult,Counter,1439,2,17,Superfast,3800,,Yes,,Confirmed,0,0.403078689,CNF
9722,PNR0000009722,89053,4/15/2051,2AC,General,CNB,ADI,8/14/2050,RAC,1,Senior Citizen,Mobile App,1349,7,39,Rajdhani,240,Defense Quota,Yes,,Confirmed,0,0.364858867,CNF
9723,PNR0000009723,43313,4/16/2051,1AC,Ladies,CNB,CSMT,8/15/2050,Waitlisted,3,Child,Mobile App,1824,9,9,Rajdhani,1624,,Yes,WL063,Not Confirmed,63,2.076714888,CNF
9724,PNR0000009724,53414,4/17/2051,1AC,Ladies,JHS,ADI,8/16/2050,RAC,1,Child,Mobile App,1392,6,26,Rajdhani,768,Senior Citizen,No,,Confirmed,0,0.092693197,CNF
9725,PNR0000009725,64256,4/18/2051,Sleeper,Premium Tatkal,LKO,GKP,8/17/2050,RAC,5,Adult,IRCTC Website,1421,2,40,Rajdhani,3944,,Yes,,Confirmed,0,0.527865616,CNF
9726,PNR0000009726,74055,4/19/2051,2AC,General,BBS,PNBE,8/18/2050,RAC,1,Child,Mobile App,197,7,39,Express,2776,Defense Quota,Yes,,Confirmed,0,0.484295012,CNF
9727,PNR0000009727,17594,4/20/2051,2AC,Premium Tatkal,GKP,ADI,8/19/2050,RAC,5,Senior Citizen,Counter,1894,2,12,Rajdhani,3640,Senior Citizen,Yes,,Confirmed,0,0.264426549,CNF
9728,PNR0000009728,87057,4/21/2051,Sleeper,Ladies,BCT,JHS,8/20/2050,RAC,1,Senior Citizen,IRCTC Website,354,11,31,Superfast,3552,Defense Quota,No,,Confirmed,0,0.188167871,CNF
9729,PNR0000009729,45089,4/22/2051,1AC,Premium Tatkal,JU,UMB,8/21/2050,Waitlisted,3,Adult,IRCTC Website,138,9,34,Shatabdi,3256,,Yes,WL144,Not Confirmed,144,2.466181867,CAN
9730,PNR0000009730,20727,4/23/2051,Sleeper,General,ASR,UMB,8/22/2050,Confirmed,2,Adult,IRCTC Website,856,3,9,Express,304,,Yes,,Confirmed,0,0.309398011,CNF
9731,PNR0000009731,40732,4/24/2051,1AC,Tatkal,UMB,SC,8/23/2050,Confirmed,1,Senior Citizen,Mobile App,1913,17,15,Express,2360,Senior Citizen,No,,Confirmed,0,0.314368022,CNF
9732,PNR0000009732,42395,4/25/2051,Sleeper,General,JP,MMCT,8/24/2050,Confirmed,5,Adult,Counter,972,6,16,Rajdhani,2648,,No,,Confirmed,0,0.563941876,CNF
9733,PNR0000009733,67079,4/26/2051,3AC,Premium Tatkal,BBS,LKO,8/25/2050,RAC,4,Child,Mobile App,945,5,35,Rajdhani,2640,Senior Citizen,No,,Confirmed,0,0.557009269,CNF
9734,PNR0000009734,55587,4/27/2051,2AC,Premium Tatkal,NJP,JP,8/26/2050,Waitlisted,2,Adult,Mobile App,1398,19,3,Express,336,Defense Quota,No,WL127,Not Confirmed,127,3.257688248,CAN
9735,PNR0000009735,15785,4/28/2051,1AC,Premium Tatkal,LKO,CSMT,8/27/2050,Confirmed,2,Adult,Mobile App,1379,14,36,Superfast,816,Defense Quota,Yes,,Confirmed,0,0.134288839,CNF
9736,PNR0000009736,55764,4/29/2051,1AC,General,MAS,MMCT,8/28/2050,Confirmed,5,Child,Counter,1770,3,20,Rajdhani,2672,,No,,Confirmed,0,0.574418903,CNF
9737,PNR0000009737,66180,4/30/2051,3AC,General,BCT,BCT,8/29/2050,Confirmed,5,Adult,Counter,1000,2,25,Rajdhani,2888,Defense Quota,Yes,,Confirmed,0,0.387238513,CNF
9738,PNR0000009738,49073,5/1/2051,3AC,Tatkal,HWH,JP,8/30/2050,RAC,2,Senior Citizen,Mobile App,1646,7,19,Superfast,2280,,No,,Confirmed,0,0.245041952,CNF
9739,PNR0000009739,78742,5/2/2051,3AC,General,HWH,JHS,8/31/2050,Confirmed,4,Adult,Counter,702,13,26,Superfast,1624,Senior Citizen,Yes,,Confirmed,0,0.323431825,CNF
9740,PNR0000009740,98030,5/3/2051,1AC,Tatkal,ADI,SC,9/1/2050,Waitlisted,2,Senior Citizen,Mobile App,614,4,46,Express,392,Defense Quota,Yes,WL102,Not Confirmed,102,2.814133005,CAN
9741,PNR0000009741,22347,5/4/2051,3AC,General,JHS,ADI,9/2/2050,Confirmed,1,Senior Citizen,IRCTC Website,693,11,16,Express,2344,,No,,Confirmed,0,0.300502808,CNF
9742,PNR0000009742,18745,5/5/2051,Sleeper,Tatkal,JP,ADI,9/3/2050,RAC,4,Adult,IRCTC Website,1194,4,23,Rajdhani,3288,Senior Citizen,No,,Confirmed,0,0.040608161,CNF
9743,PNR0000009743,81868,5/6/2051,Sleeper,General,CNB,LKO,9/4/2050,Waitlisted,4,Senior Citizen,Counter,898,8,15,Superfast,3112,Defense Quota,No,WL077,Not Confirmed,77,2.126651666,CNF
9744,PNR0000009744,60132,5/7/2051,3AC,General,LTT,JP,9/5/2050,Confirmed,3,Child,IRCTC Website,1874,14,38,Express,2912,Defense Quota,No,,Confirmed,0,0.366440692,CNF
9745,PNR0000009745,98894,5/8/2051,1AC,Premium Tatkal,JU,LTT,9/6/2050,Waitlisted,1,Adult,Mobile App,1499,10,46,Shatabdi,3112,Senior Citizen,Yes,WL077,Not Confirmed,77,2.126651666,CNF
9746,PNR0000009746,17607,5/9/2051,1AC,Premium Tatkal,NJP,HWH,9/7/2050,Confirmed,4,Child,Mobile App,285,11,42,Rajdhani,2392,Defense Quota,No,,Confirmed,0,0.34209845,CNF
9747,PNR0000009747,47140,5/10/2051,Sleeper,General,SC,SBC,9/8/2050,Waitlisted,3,Senior Citizen,Counter,1728,7,20,Shatabdi,1888,Defense Quota,No,WL189,Not Confirmed,189,2.742770439,CAN
9748,PNR0000009748,70798,5/11/2051,Sleeper,Premium Tatkal,JP,BBS,9/9/2050,Waitlisted,5,Child,Mobile App,1510,3,21,Express,824,Defense Quota,Yes,WL137,Not Confirmed,137,2.740581173,CAN
9749,PNR0000009749,50190,5/12/2051,2AC,Ladies,GKP,GKP,9/10/2050,Waitlisted,4,Adult,Counter,1647,16,10,Rajdhani,1712,Senior Citizen,Yes,WL120,Not Confirmed,120,2.449789551,CAN
9750,PNR0000009750,64197,5/13/2051,3AC,General,MAS,CNB,9/11/2050,Waitlisted,4,Child,IRCTC Website,871,13,30,Superfast,1448,Defense Quota,Yes,WL070,Not Confirmed,70,2.178028142,CNF
9751,PNR0000009751,41055,5/14/2051,2AC,Ladies,CSMT,SBC,9/12/2050,Waitlisted,3,Adult,IRCTC Website,105,4,37,Rajdhani,0,,No,WL054,Not Confirmed,54,947.784136,CAN
9752,PNR0000009752,45254,5/15/2051,3AC,Tatkal,NDLS,KOAA,9/13/2050,RAC,3,Senior Citizen,IRCTC Website,1816,16,35,Rajdhani,736,,No,,Confirmed,0,0.064962769,CNF
9753,PNR0000009753,60172,5/16/2051,Sleeper,Tatkal,SC,GKP,9/14/2050,RAC,1,Adult,Mobile App,969,13,8,Superfast,832,,No,,Confirmed,0,0.148154054,CNF
9754,PNR0000009754,63471,5/17/2051,1AC,Premium Tatkal,NJP,SC,9/15/2050,Confirmed,2,Child,Counter,547,12,41,Rajdhani,3248,Senior Citizen,No,,Confirmed,0,0.075271196,CNF
9755,PNR0000009755,61841,5/18/2051,Sleeper,Tatkal,BBS,NJP,9/16/2050,Confirmed,5,Senior Citizen,IRCTC Website,1148,2,24,Shatabdi,3712,,No,,Confirmed,0,0.326820012,CNF
9756,PNR0000009756,11064,5/19/2051,1AC,Ladies,CSMT,BCT,9/17/2050,Confirmed,2,Child,Counter,1891,12,31,Shatabdi,128,Senior Citizen,Yes,,Confirmed,0,0.461915366,CNF
9757,PNR0000009757,64018,5/20/2051,2AC,Tatkal,ASR,JHS,9/18/2050,Waitlisted,3,Child,Mobile App,1858,4,32,Rajdhani,1312,,No,WL056,Not Confirmed,56,2.084593604,CNF
9758,PNR0000009758,38894,5/21/2051,3AC,General,UMB,MAS,9/19/2050,Confirmed,2,Child,Counter,1785,4,45,Rajdhani,2560,Senior Citizen,No,,Confirmed,0,0.487683198,CNF
9759,PNR0000009759,55485,5/22/2051,Sleeper,Tatkal,HWH,SBC,9/20/2050,Confirmed,1,Adult,Mobile App,1203,10,39,Express,1016,Defense Quota,Yes,,Confirmed,0,0.307604015,CNF
9760,PNR0000009760,76206,5/23/2051,Sleeper,Premium Tatkal,LKO,BBS,9/21/2050,RAC,2,Child,Counter,1266,7,18,Express,3704,Senior Citizen,Yes,,Confirmed,0,0.319887405,CNF
9761,PNR0000009761,95773,5/24/2051,3AC,Tatkal,SBC,BCT,9/22/2050,Confirmed,1,Senior Citizen,Counter,1521,6,43,Shatabdi,2560,Senior Citizen,Yes,,Confirmed,0,0.487683198,CNF
9762,PNR0000009762,60622,5/25/2051,2AC,Premium Tatkal,SC,SBC,9/23/2050,RAC,4,Child,Counter,1211,4,8,Shatabdi,1448,,Yes,,Confirmed,0,0.47594918,CNF
